,date_of_report,gender,age,ethnicity,company,postal_code,safety,safety_change,mental_health,mental_issues,positive,working_situation,financial_outlook,childcare,share_domestic,written_report,email
498,25/05/2020 03:41 AM,Woman,25-34,White,"['Other' 'Other family members (e.g. grandparents, aunts, cousins)']",London,4,Not changed,0,['I feel worried about my health' 'Other'],['I have had more support in my childcare responsibilities'],"No, I am not in the labor force (student, retired, etc.) or unemployed",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",I do less housework then others,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
499,26/05/2020 01:57 AM,Woman,35-44,White,"['Other' 'Other family members (e.g. grandparents, aunts, cousins)']",L8 1TR,1,Worse,4,['I feel stressed' 'I feel scared about the future'],"['I have had more support in my daily tasks in the house'
 'I have enjoyed working from homeOther']","Yes, I work at home",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I take care of most of the housework,,
500,31/05/2020 05:40 PM,Woman,>64,Mixed/multiple ethnic groups,['With one or more friends / housemates'],OX3 8DX,5,Worse,1,"['I feel lonely' 'I feel worried about my health' 'I feel stressed'
 'I feel lonely']","['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have had more support in my childcare responsibilities']","No, I am not in the labor force (student, retired, etc.) or unemployed",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"No, I haven't noticed much change",I do less housework then others,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
501,10/05/2020 07:12 AM,Woman,55-64,White,['With one or more friends / housemates'],Germany,1,Not changed,5,"['I feel worried about my health' 'I feel scared about the future'
 'I feel lonely']","['I have had more support in my childcare responsibilities'
 'I have had more time to connect with loved ones']","No, I am not in the labor force (student, retired, etc.) or unemployed",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - but it’s manageable and sustainable,We share it equally,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
502,28/05/2020 03:28 PM,Woman,18-24,White,['Other'],UB77SG,4,Better,2,['I’m having conflicts in my relationship' 'I feel stressed'],['I have had more support in my daily tasks in the house'],"Yes, but I had to reduce working hours because of the lockdown",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",I take care of most of the housework,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
503,05/05/2020 09:37 AM,Woman,<18,White,['My children' 'My partner'],Rg41 5sw,5,Better,2,['I feel stressed' 'I feel scared about the future'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been made redundant because of the lockdown",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I do less housework then others,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
504,25/05/2020 11:57 AM,Man,35-44,White,['My partner'],Spain,1,Not changed,1,['I feel anxious' 'Other'],['I have had more time to connect with loved ones'],"No, I have had to stop working for other reasons related to COVID-19",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - but it’s manageable and sustainable,I take care of all the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
505,30/05/2020 09:25 PM,Woman,18-24,Asian/Asian British,['My parent(s) / caregivers'],B774bn,0,Better,3,"['Other' 'I feel scared about the future' 'I feel stressed'
 'I feel worried about my health']","['I have had more support in my daily tasks in the house'
 'I have had more support in my daily tasks in the house']","No, I have been made redundant because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - to the extent that it is impacting my job,I take care of all the housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
506,28/05/2020 03:43 PM,Man,45-54,White,['With one or more friends / housemates' 'Other' 'Alone'],SE28,5,Better,5,"['I feel worried about my health' 'I feel worried about my health'
 'It has been repetitive / boring']",['I have had more support in my daily tasks in the house'],"No, I have been made redundant because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - to the extent that it is impacting my job,I take care of most of the housework,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
507,27/05/2020 05:02 PM,Woman,45-54,White,['My parent(s) / caregivers'],Uk,5,Better,5,['I feel lonely' 'Other' 'Other' 'I feel anxious'],"['I have had more support in my daily tasks in the house'
 'I have had more support in my childcare responsibilities']","Yes, but I had to reduce working hours because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,"No, I haven't noticed much change",I take care of most of the housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
508,17/05/2020 09:59 PM,Woman,>64,White,['My parent(s) / caregivers'],Cr5 1qs,0,Worse,5,"['I feel anxious' 'I feel worried about my health'
 'It has been repetitive / boring' 'I feel lonely']","['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have had more time to connect with loved ones']","Yes, I work at home",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I take care of all the housework,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
509,13/05/2020 11:16 AM,Woman,>64,White,['My siblings' 'My siblings'],Hong Kong,5,Not changed,2,['I feel worried about my health' 'I feel lonely' 'I feel stressed'],['I have had more support in my childcare responsibilities'],"Yes, but I had to reduce working hours because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,I take care of most of the housework,,
510,23/05/2020 11:20 AM,Woman,18-24,White,['My parent(s) / caregivers' 'My siblings'],Nw62aq,1,Not changed,2,['I’m having conflicts in my relationship' 'I feel anxious'],['I have had more time to connect with loved ones'],"No, I have been furloughed because of the lockdown",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",I take care of all the housework,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
511,31/05/2020 04:50 PM,Woman,25-34,White,['My parent(s) / caregivers'],SE8 4SQ,5,Worse,5,['I feel stressed' 'I feel stressed'],"['I have had more time to connect with loved ones'
 'I have had more support in my daily tasks in the house'
 'I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have enjoyed working from homeOther']","No, I have been furloughed because of the lockdown",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",I take care of most of the housework,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
512,30/05/2020 05:44 PM,Woman,45-54,White,['My children' 'My parent(s) / caregivers'],TQ2 6DW,5,Better,5,['Other'],"['I have had more time to connect with loved ones'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been made redundant because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"No, I haven't noticed much change",I am not doing any housework,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
513,30/05/2020 06:24 AM,Woman,>64,Asian/Asian British,['My siblings'],NW71LJ,5,Better,5,"['I feel lonely' 'I feel stressed' 'I feel scared about the future'
 'Other']",['I have had more support in my daily tasks in the house'],"No, I am not in the labor force (student, retired, etc.) or unemployed",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",We share it equally,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
514,31/05/2020 10:41 PM,Woman,<18,White,['My partner'],United States of America,5,Better,4,['I feel lonely' 'I feel anxious' 'It has been repetitive / boring'],"['I have enjoyed working from homeOther'
 'I have had more time to connect with loved ones']","Yes, I work outside of my home",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,I take care of most of the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
515,30/05/2020 08:24 PM,Woman,55-64,White,['My children' 'Other'],OX3 8DX,5,Better,5,['I feel anxious' 'I feel lonely' 'I feel anxious' 'I feel stressed'],"['I have had more support in my daily tasks in the house'
 'I have enjoyed working from homeOther']","No, I am not in the labor force (student, retired, etc.) or unemployed",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"No, I haven't noticed much change",I take care of all the housework,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
516,29/05/2020 02:10 AM,Woman,>64,White,"['Other family members (e.g. grandparents, aunts, cousins)']",E10,2,Not changed,5,['I feel lonely' 'I feel scared about the future'],"['I have had more support in my daily tasks in the house'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","No, I am not in the labor force (student, retired, etc.) or unemployed",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"Yes – my work isn't impacted, but I feel the strain",I do less housework then others,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
517,28/05/2020 12:43 PM,Other,<18,White,['My children' 'My parent(s) / caregivers'],Le12 6hb,5,Better,5,['I feel worried about my health' 'Other' 'I feel worried about my health'],"['I have enjoyed working from homeOther'
 'I have enjoyed working from homeOther']","No, I am not in the labor force (student, retired, etc.) or unemployed",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",I take care of most of the housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
518,20/05/2020 01:36 AM,Other,18-24,White,['My parent(s) / caregivers' 'My children'],Cv3 6ez,4,Not changed,3,"['Other' 'I’m having conflicts in my relationship'
 'I feel worried about my health']",['I have had more support in my daily tasks in the house'],"No, I have been furloughed because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"No, I haven't noticed much change",I am not doing any housework,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
519,26/05/2020 11:15 AM,Woman,18-24,White,['Alone' 'My children'],CR0,5,Better,2,['I feel worried about my health' 'I feel scared about the future' 'Other'],['I have had more time to connect with loved ones'],"Yes, I work outside of my home",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,We share it equally,,
520,10/05/2020 08:09 PM,Man,55-64,White,['Other'],Poland,3,Not changed,1,['Other'],"['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have had more time to connect with loved ones']","Yes, I work at home",Minimal impact – I think that things will mostly stay the same,Yes - to the extent that it is impacting my job,We share it equally,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
521,19/05/2020 09:41 PM,Woman,18-24,White,['My siblings' 'My parent(s) / caregivers' 'Alone'],Le112fd,1,Better,0,['I’m having conflicts in my relationship'],"['I have had more support in my daily tasks in the house'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have had to stop working for other reasons related to COVID-19",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"No, I haven't noticed much change",I am not doing any housework,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
522,31/05/2020 08:25 PM,Woman,35-44,White,['My children'],United Kingdom,5,Worse,3,['Other' 'I feel lonely' 'I feel lonely'],"['I have had more support in my childcare responsibilities'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","Yes, but I had to reduce working hours because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
523,20/05/2020 10:30 AM,Woman,55-64,White,['Alone' 'With one or more friends / housemates' 'My children'],Canada,5,Better,5,['I feel lonely' 'I feel anxious'],['I have had more support in my childcare responsibilities'],"Yes, but I had to reduce working hours because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,I am not doing any housework,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
524,28/05/2020 03:07 PM,Woman,25-34,White,['My siblings'],Austria,1,Better,2,['I feel anxious' 'I feel anxious'],"['I have had more support in my childcare responsibilities'
 'I have had more support in my daily tasks in the house']","Yes, I work at home",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I take care of most of the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
525,26/05/2020 08:53 PM,Woman,45-54,White,['My parent(s) / caregivers' 'Other'],Sw19 6pn,4,Better,5,['I feel worried about my health'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been furloughed because of the lockdown",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I do less housework then others,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
526,06/05/2020 05:58 PM,Woman,25-34,Mixed/multiple ethnic groups,"['Alone' 'With one or more friends / housemates'
 'With one or more friends / housemates']",N5 1XL,5,Better,4,['I feel anxious' 'I feel stressed'],['I have enjoyed working from homeOther'],"No, I have been made redundant because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,"No, I haven't noticed much change",I take care of all the housework,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
527,30/05/2020 06:33 PM,Man,18-24,Mixed/multiple ethnic groups,['My partner' 'Alone'],Gu1,5,Not changed,3,['It has been repetitive / boring' 'Other'],['I have had more time to connect with loved ones'],"No, I have had to stop working for other reasons related to COVID-19",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
528,14/05/2020 11:17 AM,Woman,18-24,White,['Alone'],LE128TR,5,Not changed,3,['I’m having conflicts in my relationship'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have had to stop working for other reasons related to COVID-19",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",I take care of all the housework,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
529,24/05/2020 06:46 PM,Woman,18-24,White,['My parent(s) / caregivers' 'My parent(s) / caregivers'],India,5,Worse,2,['Other' 'I feel worried about my health' 'I feel scared about the future'],['I have had more support in my daily tasks in the house'],"Yes, I work outside of my home",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,We share it equally,,
530,31/05/2020 03:50 AM,Man,>64,White,['My parent(s) / caregivers'],N5,5,Worse,3,"['I feel lonely' 'I’m having conflicts in my relationship'
 'I’m having conflicts in my relationship']",['I have had more support in my daily tasks in the house'],"No, I have been made redundant because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"No, I haven't noticed much change",I do less housework then others,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
531,26/05/2020 09:13 AM,Woman,<18,Asian/Asian British,['My children' 'My partner'],Germany,5,Worse,0,['I’m having conflicts in my relationship'],['I have had more support in my childcare responsibilities'],"Yes, I work at home",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - to the extent that it is impacting my job,We share it equally,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
532,15/05/2020 09:09 PM,Woman,<18,Black/AfricanCaribbean/Black British,"['My parent(s) / caregivers'
 'Other family members (e.g. grandparents, aunts, cousins)']",Rm10,5,Better,5,"['It has been repetitive / boring' 'I feel lonely'
 'I feel worried about my health' 'I feel stressed']",['I have had more support in my daily tasks in the house'],"No, I have been made redundant because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - to the extent that it is impacting my job,I do less housework then others,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
533,31/05/2020 08:58 AM,Woman,<18,White,['With one or more friends / housemates'],LE4 6EQ,5,Not changed,4,['It has been repetitive / boring' 'I feel lonely' 'I feel lonely'],['I have had more support in my childcare responsibilities'],"Yes, I work at home",Minimal impact – I think that things will mostly stay the same,"Yes – my work isn't impacted, but I feel the strain",We share it equally,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
534,27/05/2020 10:54 AM,Woman,18-24,White,"['My siblings' 'Other family members (e.g. grandparents, aunts, cousins)'
 'My children' 'My partner']",Belgium,3,Worse,3,"['I’m having conflicts in my relationship'
 'I feel scared about the future' 'I feel scared about the future'
 'I feel worried about my health']","['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been furloughed because of the lockdown",Minimal impact – I think that things will mostly stay the same,Yes - to the extent that it is impacting my job,We share it equally,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
535,30/05/2020 10:14 PM,Woman,35-44,White,['Other'],Le12 8tr,5,Better,2,['I feel stressed' 'I feel scared about the future'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","Yes, I work outside of my home",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - to the extent that it is impacting my job,I do less housework then others,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
536,07/05/2020 01:11 AM,Man,18-24,White,['My parent(s) / caregivers' 'My parent(s) / caregivers'],Bn3 3PL,5,Better,2,['I feel anxious' 'Other'],"['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have enjoyed working from homeOther']","No, I have been made redundant because of the lockdown",Minimal impact – I think that things will mostly stay the same,Yes - to the extent that it is impacting my job,I take care of all the housework,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
537,07/05/2020 09:51 PM,Woman,18-24,White,['My children'],0,4,Better,1,['I feel lonely' 'I feel stressed'],['I have had more time to connect with loved ones'],"No, I am not in the labor force (student, retired, etc.) or unemployed",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - to the extent that it is impacting my job,We share it equally,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,test@test.com
538,28/05/2020 01:51 PM,Woman,25-34,White,"['My siblings' 'Other family members (e.g. grandparents, aunts, cousins)']",LE112UB,5,Not changed,5,['I feel stressed' 'I feel stressed'],['I have had more support in my childcare responsibilities'],"No, I have been furloughed because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - but it’s manageable and sustainable,I take care of all the housework,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
539,23/05/2020 08:01 PM,Woman,<18,White,"['My parent(s) / caregivers'
 'Other family members (e.g. grandparents, aunts, cousins)']",Wolverhampton UK,3,Worse,3,['I’m having conflicts in my relationship' 'Other'],"['I have had more support in my daily tasks in the house'
 'I have enjoyed working from homeOther']","Yes, but I had to reduce working hours because of the lockdown",Minimal impact – I think that things will mostly stay the same,"No, I haven't noticed much change",I take care of all the housework,,
